Permit Type,Permit No,Issued,Address,Zip Code,Mapsco,Contractor,Value,Area,Work Description,Land Use,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
Building (BU) Single Family  New Construction,1904261116,4/29/2019,1624 POPLAR ST,75215,56-B,"SEE PEOPLE HELP PEOPLE SERVICES, LLC 1231 MOUNTAIN LAKE RD, DALLAS, TX 75224 (972) 523-1318","$141,728.00 ",1648,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.752272,-96.767604,1624,Poplar St,,,Dallas,TX,Dallas County,75215,US
Building (BU) Single Family  New Construction,1904261119,4/29/2019,6751 WINTON ST,75214,36-M,"PATTEN CUSTOM HOMES LLC 6242 MONTICELLO AVE, DALLAS, TX 75214 (214) 930-4401","$446,684.00 ",5194,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.835158,-96.744469,6751,Winton St,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904261120,5/24/2019,14327 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$183,352.00 ",2140,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672849,-96.587,14327,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904261121,5/3/2019,658 PROMONTORY LN,75208,"53-D,54-A","DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$295,572.00 ",3287,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.751364,-96.853452,658,Promontory Ln,,,Dallas,TX,Dallas County,75208,US
Building (BU) Single Family  New Construction,1904291005,5/2/2019,2858 ALDEN AVE,75211,53-G,"BURKE BUILDING & RESTORATION 303 S RAVINIA DR, DALLAS, TX 75211 (214) 592-5563","$202,874.00 ",2359,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.741947,-96.867906,2858,Alden Ave,,,Dallas,TX,Dallas County,75211,US
Building (BU) Single Family  New Construction,1904291014,5/2/2019,3803 LIVELY LN,75220,24-N,"L & P INVESTMENTS, LLC dba THE AVANT GROUP 2745 DALLAS PKWY. , STE. 455, PLANO, TX 75093 (972) 955-7132","$510,000.00 ",4026,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.874987,-96.851034,3803,Lively Ln,,,Dallas,TX,Dallas County,75220,US
Building (BU) Single Family  New Construction,1904291047,5/1/2019,4018 MEHALIA DR,75241,66-Q,"UPSCALE CONSTRUCTION & REMODELING INC. 5803 S R L THORNTON FWY, DALLAS, TX 75232 (469) 337-5461","$174,494.00 ",2029,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672475,-96.754261,4018,Mehalia Dr,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1904291049,5/1/2019,14258 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672187,-96.587343,14258,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904291050,4/29/2019,8446 MADDOX AVE,75217,58-M,"ERIK CONSTRUCTION 1531 HOLCOMB RD, DALLAS, TX 75217 (225) 828-6230","$6,000.00 ",300,ACCESSORY BUILDING TO SFD,SINGLE FAMILY DWELLING,32.732967,-96.674638,8446,Maddox Ave,,,Dallas,TX,Dallas County,75217,US
Building (BU) Single Family  New Construction,1904291073,4/30/2019,425 WOODMONT DR,75217,58-S,"GUEL FAMILY BUILDERS INC 718 E WOODIN, DALLAS, TX 75216 (214) 573-3077","$153,080.00 ",1780,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.718758,-96.705275,425,Woodmont Dr,,,Dallas,TX,Dallas County,75217,US
Building (BU) Single Family  New Construction,1904291074,5/13/2019,14243 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$181,632.00 ",2112,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672893,-96.587362,14243,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904291090,5/1/2019,4503 KELTON DR,75209,34-C,"4901-4903 NEWMORE LLP 5329 NORTHMOOR DR, DALLAS, TX 75229 (214) 395-3622","$264,020.00 ",3070,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.850543,-96.832633,4503,Kelton Dr,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1904291093,5/13/2019,14235 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672965,-96.587495,14235,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904291101,5/1/2019,14227 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$183,352.00 ",2140,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.673063,-96.587609,14227,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904291115,4/29/2019,572 AQUA DR,75218,37-D,"BCH DEVELPMENT LLC 707 W MAIN, MIDLOTHIAN, TX 75154 (972) 841-3055","$348,042.00 ",4047,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.850592,-96.711567,572,Aqua Dr,,,Dallas,TX,Dallas County,75218,US
Building (BU) Single Family  New Construction,1904291127,4/30/2019,5144 BRICKELLIA DR,75209,34-R,"DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$206,916.00 ",2407,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.826737,-96.817753,5144,Brickellia Dr,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1904291136,4/30/2019,647 WOODMONT DR,75217,58-N,"GUEL FAMILY BUILDERS INC 718 E WOODIN, DALLAS, TX 75216 (214) 573-3077","$153,080.00 ",1780,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.724088,-96.705249,647,Woodmont Dr,,,Dallas,TX,Dallas County,75217,US
Building (BU) Single Family  New Construction,1904291150,4/30/2019,8722 FOREST HILLS BLVD,75218,37-V,"KENDALL MILAGRO INC 8715 FOREST HILLS BLVD, DALLAS, TX 75218 (214) 354-9983","$313,384.00 ",3644,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.82291,-96.709552,8722,Forest Hills Blvd,,,Dallas,TX,Dallas County,75218,US
Building (BU) Single Family  New Construction,1904301007,5/22/2019,2502 JEFF ST,75212,42-P,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$148,006.00 ",1721,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.774448,-96.91523,2502,Jeff St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904301015,5/6/2019,4606 VERDUN AVE,75215,46-Z,"INNOVA CONSTRUCTION GROUP, LLC 1111 W MOCKINGBIRD LN STE 470, DALLAS, TX 75247 (214) 727-3598","$177,848.00 ",2068,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.762434,-96.74711,4606,Verdun Ave,,,Dallas,TX,Dallas County,75215,US
Building (BU) Single Family  New Construction,1904301072,5/2/2019,8205 PLUMBAGO WAY,75080,"6-K,6-L,6-P,6-Q","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$323,102.00 ",3757,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.985071,-96.760497,8205,Plumbago Way,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1904301073,5/1/2019,14264 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$216,376.00 ",2516,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672095,-96.58714,14264,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904301079,5/1/2019,2036 ECHO LAKE DR,75253,69A-L,"PRIME HOMES, LLC  QUAIL RUN DR, SEAGOVILLE, TX 75159 (469) 569-4992","$161,766.00 ",1881,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.679299,-96.612869,2036,Echo Lake Dr,,,Dallas,TX,Dallas County,75253,US
Building (BU) Single Family  New Construction,1904301080,5/14/2019,2244 MARBURG ST,75215,56-C,"JJW PROPERTIES LLC 3018 LANTANA DR, DALLAS, TX 75241 (214) 376-4844","$182,922.00 ",2127,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.751913,-96.760925,2244,Marburg St,,,Dallas,TX,Dallas County,75215,US
Building (BU) Single Family  New Construction,1904301084,5/1/2019,14304 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$257,656.00 ",2996,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672033,-96.5869,14304,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904301096,6/14/2019,6333 VICKERY BLVD,75214,36-Q,"HHWC PROPERTIES PO BOX 1376, CANTON, TX 75103 (214) 801-9852","$598,732.00 ",6962,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.823435,-96.754534,6333,Vickery Blvd,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904301100,4/30/2019,9623 GREENSPRINT DR,75238,27-L,"PATTEN CUSTOM HOMES LLC 6242 MONTICELLO AVE, DALLAS, TX 75214 (214) 930-4401","$386,250.00 ",5150,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.885139,-96.72177,9623,Greensprint Dr,,,Dallas,TX,Dallas County,75238,US
Building (BU) Single Family  New Construction,1904301105,5/22/2019,2506 JEFF ST,75212,42-P,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$151,188.00 ",1758,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.774584,-96.915261,2506,Jeff St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1905011014,5/2/2019,3883 SAM CIR,75233,63-A,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$170,366.00 ",1981,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.699934,-96.884836,3883,Sam Cir,,,Dallas,TX,Dallas County,75233,US
Building (BU) Single Family  New Construction,1905011017,5/3/2019,5135 BRICKELLIA DR,75209,34-R,"DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$212,248.00 ",2448,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.826563,-96.817842,5135,Brickellia Dr,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1905011020,5/1/2019,4014 MEHALIA DR,75241,66-Q,"UPSCALE CONSTRUCTION & REMODELING INC. 5803 S R L THORNTON FWY, DALLAS, TX 75232 (469) 337-5461","$174,494.00 ",2029,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672496,-96.754472,4014,Mehalia Dr,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1905011050,5/1/2019,1726 FORDHAM RD,75216,65-B,"THE AMERICAN DREAM CUSTOM HOME BUILDER 445 E FM 1382 #3-355, CEDAR HILL, TX 75104 (214) 774-2684","$170,796.00 ",1986,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.697927,-96.798736,1726,Fordham Rd,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1905011083,5/14/2019,7103 WILDGROVE AVE,75214,37-S,"CURO, INC 1035 TRANQUILLA DR, DALLAS, TX 75218 (214) 546-6241","$850,000.00 ",4856,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.816888,-96.735182,7103,Wildgrove Ave,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1905011092,5/3/2019,2915 HARLANDALE AVE,75216,55-W,"MORRIS DEVELOPERS 104 OVILLA RD, RED OAK, TX 75154 (972) 848-7638",$0.00 ,,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.711141,-96.809556,2915,Harlandale Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1905011107,6/28/2019,8139 BEARDEN LN,75227,48-Y,"ABEL TOBAR 8139 BEARDEN LN, DALLAS, TX 75227 (214) 542-4553","$216,548.00 ",2518,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.760511,-96.680995,8139,Bearden Ln,,,Dallas,TX,Dallas County,75227,US
Building (BU) Single Family  New Construction,1905011111,6/4/2019,5328 MILLER AVE,75206,36-S,"BELLA VISTA COMPANY 8989 GARLAND RD, DALLAS, TX 75218 (214) 823-0033","$390,354.00 ",4539,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.820997,-96.778763,5328,Miller Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Single Family  New Construction,1905011113,5/3/2019,14312 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672274,-96.586747,14312,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905011114,5/3/2019,7077 MISTFLOWER LN,75231,"27-N,27-P,27-S,27-T","DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$303,494.00 ",3528,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.874204,-96.734348,7077,Mistflower Ln,,,Dallas,TX,Dallas County,75231,US
Building (BU) Single Family  New Construction,1905011141,5/13/2019,3517 SPRINGBROOK ST,75205,35-U,"HUDSON CONSTRUCTION GROUP 4268 W. Lovers Lane, Dallas, TX 75209 (214) 449-4941","$818,548.00 ",9518,CONSTRUCT NEW SFD,TWO FAMILY DWELLING,32.819246,-96.795502,3517,Springbrook St,,,Dallas,TX,Dallas County,75205,US
Building (BU) Single Family  New Construction,1905011144,5/6/2019,4418 GOODFELLOW DR,75229,14-Y,"ANDRUS CONSTRUCTION 716 E MARVIN, WAXAHACHIE, TX 75165 (972) 935-0767","$717,900.00 ",6687,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.908644,-96.833613,4418,Goodfellow Dr,,,Dallas,TX,Dallas County,75229,US
Building (BU) Single Family  New Construction,1905021012,5/3/2019,2913 KELLOGG AVE,75216,55-U,"M6 HOME 920 YOSEMITE TRL, MESQUITE , TX 75149 (972) 898-2029","$172,688.00 ",2008,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.713232,-96.792349,2913,Kellogg Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1905021035,5/13/2019,4517 HOPKINS AVE,75209,34-G,"TIPER RESIDENTIAL DEVELOPMENT 7219 CENTENARY, DALLAS, TX 75225 (214) 264-6874","$582,478.00 ",6773,CONSTRUCT NEW SFD,TWO FAMILY DWELLING,32.84792,-96.832512,4517,Hopkins Ave,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1905021056,5/2/2019,4802 IBERIA AVE,75207,44-A,"JJ HOUSTON CONSTRUCTION & DEV 1412 BRENDA LN, ALLEN, TX 75002 (214) 738-6665","$375,000.00 ",5847,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.804491,-96.847149,4802,Iberia Ave,,,Dallas,TX,Dallas County,75207,US
Building (BU) Single Family  New Construction,1905021069,5/3/2019,8252 BRISTLEGRASS WAY,75080,"6-K,6-L,6-P,6-Q","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$323,102.00 ",3757,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.986174,-96.759659,8252,Bristlegrass Way,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1905021072,5/2/2019,7414 AZALEA LN,75230,26-E,"HIGHLAND CLASSIC HOMES LLC 9510 W. LAKE HIGHLANDS DR., DALLAS, TX 75218 (972) 679-9295","$529,194.00 ",5946,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.898023,-96.778252,7414,Azalea Ln,,,Dallas,TX,Dallas County,75230,US
Building (BU) Single Family  New Construction,1905021078,5/3/2019,1818 GARZA AVE,75216,"65-B,65-C","MORRIS DEVELOPERS 104 OVILLA RD, RED OAK, TX 75154 (972) 848-7638","$176,472.00 ",2052,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.701132,-96.798344,1818,Garza Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1905021083,5/2/2019,3889 SAM CIR,75233,63-A,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$172,258.00 ",2003,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.700099,-96.884836,3889,Sam Cir,,,Dallas,TX,Dallas County,75233,US
Building (BU) Single Family  New Construction,1905021090,5/3/2019,14320 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$184,040.00 ",2140,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672401,-96.586657,14320,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905021102,5/3/2019,14328 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$181,632.00 ",2112,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672501,-96.586545,14328,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905021106,5/9/2019,3638 PINE ST,75210,46-V,"YADIRA SOLIS MARCELLES 611 GRANDVIEW AVE, DALLAS, TX 75223 (214) 778-9624","$275,000.00 ",3197,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.767631,-96.748527,3638,Pine St,,,Dallas,TX,Dallas County,75210,US
Building (BU) Single Family  New Construction,1905021136,5/6/2019,1918 N PRAIRIE AVE,75204,36-W,"MULLINIX CUSTOM HOME 4200 AMHERST AVE, DALLAS, TX 75225 (214) 692-6550","$380,000.00 ",2514,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.807438,-96.778935,1918,N Prairie Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Single Family  New Construction,1905031012,5/3/2019,14344 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$181,632.00 ",2112,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672691,-96.586311,14344,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905031018,5/3/2019,7014 SILVERBERRY ST,75231,"27-N,27-P,27-S,27-T","DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$352,256.00 ",4097,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.873275,-96.733743,7014,Silverberry St,,,Dallas,TX,Dallas County,75231,US
Building (BU) Single Family  New Construction,1905031022,5/8/2019,1911 EUCLID AVE,75206,36-W,"CAPITAL PARTNERS, LLC. PO BOX 601628, DALLAS, TX 75360 (601) 988-3012","$508,432.00 ",5912,CONSTRUCT NEW SFD,TWO FAMILY DWELLING,32.813771,-96.773884,1911,Euclid Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Single Family  New Construction,1905031051,5/8/2019,2825 POINSETTIA DR,75211,53-Q,"MARIO VELASQUEZ 2725 IVANDELL AVE , DALLAS, TX 75211 (214) 333-0151","$313,642.00 ",3657,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.724739,-96.867119,2825,Poinsettia Dr,,,Dallas,TX,Dallas County,75211,US
Building (BU) Single Family  New Construction,1905031070,5/3/2019,2437 56TH ST,75241,65-H,"MORRIS DEVELOPERS 104 OVILLA RD, RED OAK, TX 75154 (972) 848-7638","$153,080.00 ",1780,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.68676,-96.783092,2437,56th St,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1905031081,5/23/2019,2403 DATHE ST,75215,46-X,"TAPPER INESTMENTS LLC 6118 VELASCO, DALLAS, TX 75214 (202) 256-8822","$187,394.00 ",2179,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.760769,-96.767077,2403,Dathe St,,,Dallas,TX,Dallas County,75215,US
Building (BU) Single Family  New Construction,1905031096,5/8/2019,14336 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672591,-96.586423,14336,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905031129,5/10/2019,1335 E WACO AVE,75216,55-K,"GUEL FAMILY BUILDERS INC 718 E WOODIN, DALLAS, TX 75216 (214) 573-3077","$153,080.00 ",1780,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.735673,-96.803998,1335,Waco Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1905061023,5/6/2019,3877 SAM CIR,75233,63-A,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$174,838.00 ",2033,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.699769,-96.884835,3877,Sam Cir,,,Dallas,TX,Dallas County,75233,US
Building (BU) Single Family  New Construction,1905061024,5/16/2019,7968 MINGLEWOOD LN,75231,"26-K,26-L","M H I - COVENTRY HOMES 16980 DALLAS PARKWAY STE 100, DALLAS, TX 75248 (972) 484-6665","$183,008.00 ",2128,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.889225,-96.761406,7968,Minglewood Ln,,,Dallas,TX,Dallas County,75231,US
Building (BU) Single Family  New Construction,1905061049,5/7/2019,7030 ORCHID LN,75230,25-H,"PR DEVELOPEMENT, INC. 4009 OLD DENTON RD  #114-150, CARROLLTON, TX 75007 (972) 810-0934","$499,600.00 ",5809,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.892556,-96.783768,7030,Orchid Ln,,,Dallas,TX,Dallas County,75230,US
Building (BU) Single Family  New Construction,1905061051,5/17/2019,4423 RUSK AVE,75204,35-Z,"CONRAD HOMES PO Box 140850, Dallas, TX 75214 (817) 229-0979","$465,000.00 ",5621,NEW CONSTRUCTION,TWO FAMILY DWELLING,32.807238,-96.785957,4423,Rusk Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Single Family  New Construction,1905061077,5/8/2019,14397 WRANGLER WAY,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672897,-96.586094,14397,Wrangler Way,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905061084,5/8/2019,14352 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$183,352.00 ",2132,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672794,-96.586202,14352,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1905061092,5/13/2019,2553 EL CAMINO LN,75212,"44-N,44-P","MEGATEL HOMES INC 1800 VALLEY VIEW LN #400, FARMERS BRANCH, TX 75234 (214) 396-4442","$243,896.00 ",2836,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.775525,-96.843403,2553,El Camino Ln,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1905061101,5/6/2019,3871 SAM CIR,75233,63-A,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$174,838.00 ",2033,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.699435,-96.884957,3871,Sam Cir,,,Dallas,TX,Dallas County,75233,US
Building (BU) Single Family  New Construction,1905061103,5/9/2019,2127 CENTENNIAL VALLEY LN,75208,"53-D,54-A","DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$322,930.00 ",3752,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.752073,-96.853077,2127,Centennial Valley Ln,,,Dallas,TX,Dallas County,75208,US
Building (BU) Single Family  New Construction,1905061125,6/25/2019,8042 COPPER WAY,75080,"6-K,6-L,6-P,6-Q","ASHTON WOODS HOMES 1800 VALLEY VIEW LN #100, FARMERS BRANCH, TX 75234 (972) 428-5422","$268,922.00 ",3103,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.979255,-96.738594,,Copper Ridge Dr,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1905071022,5/7/2019,6519 KENWOOD AVE,75214,36-M,"PPK CONSTRUCTION 307 S BAY CIR, DALLAS, TX 75156 (214) 460-0473","$475,580.00 ",5530,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.8328,-96.749146,6519,Kenwood Ave,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1905071027,6/25/2019,17120 LACEBARK LN,75080,"6-K,6-L,6-P,6-Q","ASHTON WOODS HOMES 1800 VALLEY VIEW LN #100, FARMERS BRANCH, TX 75234 (972) 428-5422","$312,094.00 ",3565,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.983958,-96.765146,17153,Lacebark Ln,,,Richardson,TX,Dallas County,75080,US
