permitnumber,worktype,permittypedescr,description,comments,applicant,declared_valuation,total_fees,issued_date,expiration_date,status,owner,occupancytype,sq_feet,property_id,parcel_id,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
COO876339,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT618506 issued 11/29/16;,Rosenberg Santos,240000,620,9/6/2018 9:49, ,Closed,WOOD LAURIANE,VacLd,1393,51330,1701880000,42.286904,-71.078078,19,Edson St,,,Dorchester Center,MA,Suffolk County,2124,US
COO869139,ERECT,Certificate of Occupancy,Erect,Single Family DwellingErt618506 issued 11/29/16*Temporary certificate-expires -10/30-18-pending completion of permit*,Rosenberg Santos,240000,75,8/30/2018 9:01, ,Closed,WOOD LAURIANE,VacLd,1393,51330,1701880000,42.286904,-71.078078,19,Edson St,,,Dorchester Center,MA,Suffolk County,2124,US
ERT652809,ERECT,Erect/New Construction,Erect,sustained 4-14-2017 ending 5-5-2017.Demolish existing building at 40 Trinity Place/430 Stuart Street.; Erect a;new 33 story Mixed-Use building including 146 Residential units  hotel rooms  restaurants  and accessory uses,Roy J Greenhalgh,150000000,3800108,7/10/2019 9:28,1/10/2020 0:00,Open,MASS TURNPIKE AUTHORITY,Mixed,426225,341077,401082000,42.34824,-71.074937,40,Trinity Pl,,,Boston,MA,Suffolk County,2116,US
ERT652809,ERECT,Erect/New Construction,Erect,sustained 4-14-2017 ending 5-5-2017.Demolish existing building at 40 Trinity Place/430 Stuart Street.; Erect a;new 33 story Mixed-Use building including 146 Residential units  hotel rooms  restaurants  and accessory uses,Roy J Greenhalgh,150000000,3800108,7/10/2019 9:28,1/10/2020 0:00,Open,TRINITY STUART LLC MASS LLC,Mixed,426225,341077,401084010,42.34824,-71.074937,40,Trinity Pl,,,Boston,MA,Suffolk County,2116,US
COO956939,NEWCON,Certificate of Occupancy,New construction,Two (2) Family DwellingsERT491195 issued: 12/10/15,Russ Tremaine,850000,35,7/24/2019 10:06, ,Closed,RUSSELL FORD TREMAINE FAMILY TRUST,1-2FAM,0,20057,104601000,42.365019,-71.034459,5,Brigham St,,,East Boston,MA,Suffolk County,2128,US
ERT946996,ERECT,Erect/New Construction,Erect,Construction of a new 2-story building. Utility relocation  excavation  construction and fit-out of an athletic support building which will include locker rooms  athletic training rooms and support MEP spaces.;,Ryan Desmarais,16000000,162637,7/2/2019 13:24,1/2/2020 0:00,Closed,TRUSTEES OF BOSTON COLLEGE,Mixed,31000,437445,2205268080,42.344913,-71.161564,149,Lake St,,,Brighton,MA,Suffolk County,2135,US
ERT879664,ERECT,Erect/New Construction,Erect,Propose to combine parcels 0105916000 and 0105917000.; Erect a;new 5 story  Eight ( 8 ) Unit Residential Building.; There will be 6 Parking spaces for Compact Vehicles located under Building.,Ryan Hunt,2000000,46049,9/23/2019 13:04,3/23/2020 0:00,Open,160 LONDON LLC,VacLd,11441,437353,105916000,42.374328,-71.038148,25,Porter St,,,East Boston,MA,Suffolk County,2128,US
ERT684345,ERECT,Erect/New Construction,Erect,;Nominal fee application to demo existing two family and erect eight residential units. Permit will require ZBA approval for Greenbelt Protection Overlay District only. All other aspects of plans are zoning and building code compliant.,Ryan Hunt,2000000,23398,2/28/2019 12:42,8/28/2019 0:00,Open,FARRAGUT RD LLC,1-2FAM,12590,56518,603905000,42.33699,-71.02541,37,Farragut Rd,,,South Boston,MA,Suffolk County,2127,US
ERT879717,ERECT,Erect/New Construction,Erect,Raze existing building. Erect new;three-family dwelling. Propose;three (3) off-street parking. FP and FA,Ryan Hunt,975000,10606,10/23/2019 15:15, ,Open,SPG DEV 617 LLC,1-3FAM,6215,125445,702311000,42.33212,-71.03559,617,E 7th St,,,South Boston,MA,Suffolk County,2127,US
ERT653167,ERECT,Erect/New Construction,Erect,Propose to build new;7 Unit condo building  consisting of 7 Residential units and 1 Retail space and Parking under,Ryan Hunt,1446330,14848,6/28/2018 8:18, ,Closed,287 OLD COLONY AVENUE CONDOMINIUM TRUST,Comm,14135,105087,700549000,42.33024,-71.05285,287-291,Old Colony Ave,,,Boston,MA,Suffolk County,2127,US
ERT832832,ERECT,Erect/New Construction,Erect,Erect a new five three-unit residential multi-family dwelling with exterior roof deck. Propose three (3);parking spaces. FA and FP,Ryan Hunt,680000,8067,7/26/2019 10:50,1/26/2020 0:00,Open,69 PREBLE LLC,Comm,6150,390252,700760000,42.329032,-71.053875,69,Preble St,,,South Boston,MA,Suffolk County,2127,US
ERT705883,ERECT,Erect/New Construction,Erect,Combine lot;of 38 P Street;of 2287sf parcel;ID #060391900;with lot parcel;ID #0603918000;of 4125sf to create a new lot to be known as 38P Street of 6412sf and erect a new 8-unit building (5 -;2 bedrooms and;3 -1 bedroom apartments);with parking on 2 combined lots to be 6 412 SF. Raze the existing one family dwelling. Combined lot filed under ALT705950.Existing structures are to be razed on; a separate permit.,Ryan Hunt,1800000,18673,6/16/2017 12:47, ,Open,38 P LLC,Multi,12277,168434,603919000,42.336989,-71.027004,38,P St,,,South Boston,MA,Suffolk County,2127,US
ERT528722,ERECT,Erect/New Construction,Erect,Erect a 4-unit residential building and associated parking as per plan. Existing building on the lot will be razed under a separate permit.,Ryan Hunt,1000000,16723,4/6/2017 14:23,10/6/2017 0:00,Closed,4 KEMP LLC,Multi,0,81047,702852000,42.32672,-71.05638,4,Kemp St,,,South Boston,MA,Suffolk County,2127,US
COO1000514,ERECT,Certificate of Occupancy,Erect,Eighteen (18) Residential Units  Commercial  Retail  Parking GarageTemporary Certificate for the;Base Bldg.;Core &; Shell for the 6 story Bldg.ERT747811 issued: 8/23/17  ALT368467 issued: 8/23/17 ;A903679 issued: 2/25/19  ALT936788 issued: 5/22/19  ALT485735 issued: 11/12/15  SF469819 issued: 5/7/15 &; SF486122 issued: 6/19/15(Needs Article 37 review for perm coo);,Ryan Jesse,0,1290,9/17/2019 13:40, ,Closed,46 WAREHAM STREET LLC,Comm,66000,142779,801108000,42.33906,-71.06696,46,Wareham St,,,Boston,MA,Suffolk County,2118,US
COO1000513,ERECT,Certificate of Occupancy,Erect,18 Units  Office &; Retail and Parking  Day CareCertificate For;Day Care- 1st &; 2nd- fls-OnlyAlt936788 issued 5/22/19;,Ryan Jessee,425000,270,9/16/2019 8:38, ,Closed,46 WAREHAM STREET LLC,Comm,0,142779,801108000,42.33906,-71.06696,46,Wareham St,,,Boston,MA,Suffolk County,2118,US
ERT855696,ERECT,Erect/New Construction,Erect,Erect a new 3 family house with roof and rear decks as per plans. Permit set to be submitted upon ZBA approval.Do not process;a COO until they speak with BWSC Francis McLaughlin. 2/1/2021.; They need to submit as builts to them.,ryan witting,500000,5288,12/20/2019 13:08, ,Open,COPPERSMITH WAY LLC,VacLd,3071,437238,105584000,42.371964,-71.041687,1,Coppersmith Way,,,East Boston,MA,Suffolk County,2128,US
COO1004362,ERECT,Certificate of Occupancy,Erect,Four (4) Residential Townhouses w/6 Car GarageERT548825 issued: 6/30/17  A750721 issued: 12/14/17  A760802 issued: 7/26/18&; A830742 issued: 6/13/19;No access to roof allowed;;,Sage Chris,1150000,225,9/30/2019 12:23, ,Closed,17 BARRETT LLC,1-4FAM,0,8294,702506000,42.33121,-71.03359,17,Barrett Ave,,,South Boston,MA,Suffolk County,2127,US
COO1004362,ERECT,Certificate of Occupancy,Erect,Four (4) Residential Townhouses w/6 Car GarageERT548825 issued: 6/30/17  A750721 issued: 12/14/17  A760802 issued: 7/26/18&; A830742 issued: 6/13/19;No access to roof allowed;;,Sage Chris,1150000,225,9/30/2019 12:23, ,Closed,17 BARRETT LLC,1-4FAM,0,8294,702507000,42.33121,-71.03359,17,Barrett Ave,,,South Boston,MA,Suffolk County,2127,US
COO923425,ERECT,Certificate of Occupancy,Erect,Four (4) Residential Townhouses w/6 Car GarageTemporary Certificate valid for;180 days  Expires 10/10/19;pending issuance of A830742ERT548825 issued: 6/30/17  A750721 issued: 12/14/17  A760802 issued: 7/26/18&; A830742 Pending;No access to roof allowed;;,Sage Chris,1150000,100,4/10/2019 8:46, ,Closed,17 BARRETT LLC,Multi,0,8294,702506000,42.33121,-71.03359,17,Barrett Ave,,,South Boston,MA,Suffolk County,2127,US
COO923425,ERECT,Certificate of Occupancy,Erect,Four (4) Residential Townhouses w/6 Car GarageTemporary Certificate valid for;180 days  Expires 10/10/19;pending issuance of A830742ERT548825 issued: 6/30/17  A750721 issued: 12/14/17  A760802 issued: 7/26/18&; A830742 Pending;No access to roof allowed;;,Sage Chris,1150000,100,4/10/2019 8:46, ,Closed,17 BARRETT LLC,Multi,0,8294,702507000,42.33121,-71.03359,17,Barrett Ave,,,South Boston,MA,Suffolk County,2127,US
COO950463,ERECT,Certificate of Occupancy,Erect,Fifteen (15);Residential UnitsERT305015 - 5/16/17;,Samuel Mellen,3000000,25650,5/15/2019 0:00, ,Closed,PEACE  PROPERTIES  INC,Multi,0,420797,105590000,42.372646,-71.040775,106,Liverpool St,,,East Boston,MA,Suffolk County,2128,US
COO939803,ERECT,Certificate of Occupancy,Erect,Fifteen (15);Residential UnitsTemporary;Certificate For: Units # 102  104  &; 106. (4/16/19) Adding Unit;#'s 90  92  94  96  98 &; 100.;;Valid for 90 days; 7/18/19;pending completion of permit.ERT305015 - 5/16/17;,Samuel Mellen,3000000,225,4/18/2019 0:00, ,Closed,PEACE  PROPERTIES  INC,Multi,0,420797,105590000,42.372646,-71.040775,106,Liverpool St,,,East Boston,MA,Suffolk County,2128,US
ERT305015,ERECT,Erect/New Construction,Erect,The purpose of this application is to consolidate fifteen permit applications into one new application.; The original proposal involved 15 separate applications for 15 individual townhomes.; The applicant is now seeking to construct a 15-unit condominium building with townhouse style units on one 17 039 square foot lot.; The consolidation requested is for the following applications: BZC-33336  ERT305066; BZC-33337  ERT305072; BZC-33338  ERT305080; BZC-33339  ERT305082; BZC-33340  ERT305092; BZC-33341  ERT305086; BZC-33342  ERT305062; BZC-33343  ERT305069; BZC-33344  ERT305076; BZC-33345  ERT305089; BZC-33346  ERT305085; BZC-33347  ERT305081; BZC-33349  ERT305032; BZC-33350  ERT305042; BZC-33351  ERT305015. Note that all these applications listed above were already approved by the Board of Appeal .sprinklers and FA.The applicant seeks to demolish the existing structure and erect a three (3) story town house accompanied by on site garage parking.Drop off TW LPR,samuel mellen,3000000,36131,5/16/2017 8:53,11/16/2017 0:00,Open,PEACE  PROPERTIES  INC,Multi,0,420797,105590000,42.372646,-71.040775,106,Liverpool St,,,East Boston,MA,Suffolk County,2128,US
ERT645808,ERECT,Erect/New Construction,Erect,Erect a new Single Family Dwelling. Parcel 0802638001;;; Part of the New;Homes Initiative ( NHI ) Program,Samuel Son Ngo,250000,2604,1/20/2017 15:43,7/20/2017 0:00,Open,CITY OF BOSTON,1-2FAM,1745,420818,802638001,42.327313,-71.078184,26,Forest St,,,Roxbury,MA,Suffolk County,2119,US
COO891108,ERECT,Certificate of Occupancy,Erect,Erect new 17 story office building;with retail;on the ground floor  fitness center  3 levels of parking garage  mixed use building Certificate for Entire Base Bldg/Core Shell-Bsmt thru Penthouse  Core/Shell for (Offices  Retail  Fitness Center) ;Garage P-1-P3-OnlyErt 469935 issued 12/24/15  A597299 issued 8/9/16;,Sandy MacLeod,99160808,4990.32,10/26/2018 9:02, ,Closed,MS BOSTON SEAPORT  LLC,Comm,0,355705,602643070,42.350902,-71.044599,129,Seaport Blvd,,,Boston,MA,Suffolk County,2210,US
COO821980,ERECT,Certificate of Occupancy,Erect,Erect new 17 story office building;with retail;on the ground floor  fitness center  3 levels of parking garage.121 Seaport is a core-and-shell  mixed use building Certificate for Entire Base Bldg/Core Shell;  Garage P-1-P3  ;Elevators # 1 2 9 10-11-OnlyErt 469935 issued 12/24/15  A597299 issued 8/9/16*Temporary certificate-expires -7/20/18-extending coo until 9/18/18-extending coo until 11/28/18-pending completion of permit*;,Sandy MacLeod,99160808,176100,8/28/2018 0:00, ,Closed,MS BOSTON SEAPORT  LLC,Comm,0,355705,602643070,42.350902,-71.044599,129,Seaport Blvd,,,Boston,MA,Suffolk County,2210,US
COO790407,ERECT,Certificate of Occupancy,Erect,Two Hundred and Twelve (212) Residential Units  Retail  Restaurant  Baker ;Parking ;Certificate for the Base Bldg Core/shell-fls- Bsmt-17th  Core/shell for (Retail  Restaurant  Bakery)  (212) Residential Units and Parking Garage  -OnlyERT502829 Issued 9/25/15 &; ERT323602 Issued 9/25/17  A614180 Issued 8/19/16 ;A746006;Issued 9/25/17;;,Sandy MacLeod,69182633,480,2/28/2018 0:00, ,Closed,,Mixed,0,352323, ,42.343834,-71.099378,1346-1352,Boylston St,,,Boston,MA,Suffolk County,2215,US
COO760576,ERECT,Certificate of Occupancy,Erect,Two Hundred and Twelve (212) Residential Units  Retail  Restaurant  Bakery Parking Temporary Certificate for the 212 Residential Units and Parking Garage ; adding;Access . uses Lounge  Function Rm 5th fl.  &; Roof;Deck;on 5th &; 18th fls.-Onlyto expire 12/28/17 or;Completion;of Project.ERT502829 Issued 9/25/15 &; ERT323602 Issued 9/25/17  A614180 Issued 8/19/16 ;A746006;Issued 9/25/17;;,Sandy MacLeod,69182633,50978,11/15/2017 0:00, ,Closed,,Mixed,0,352323, ,42.343834,-71.099378,1346-1352,Boylston St,,,Boston,MA,Suffolk County,2215,US
COO993900,ERECT,Certificate of Occupancy,Erect,Educational/ Recreation CenterErt619401 issued 6/19/17  SF690210 issued 4/3/17  SF686417 issued 3/7/17 ;;;;,Sandy MacLeod,76500000,224200,12/16/2019 9:02, ,Closed,BOSTON COLLEGE TRS OF,Comm,240000,340958,2102473001,42.337289,-71.164436,200,St Thomas More Rd,,,Chestnut Hill,MA,Suffolk County,2467,US
COO969706,ERECT,Certificate of Occupancy,Erect,Educational/ Recreation CenterErt619401 issued 6/19/17*Temporary;certificate -expires -8/26/19-extending coo until 10/23/19-extending coo until 12/24/19-pending completion of;permit and full assembly approvals.;;;,Sandy MacLeod,75000000,1150,10/24/2019 0:00, ,Closed,BOSTON COLLEGE TRS OF,Comm,240000,340958,2102473001,42.337289,-71.164436,200,St Thomas More Rd,,,Chestnut Hill,MA,Suffolk County,2467,US
ERT619401,ERECT,Erect/New Construction,Erect,Construct new recreation center LPR (2) sets,Sandy MacLeod,75000000,762539,6/19/2017 11:50,12/19/2017 0:00,Open,BOSTON COLLEGE TRS OF,Comm,240000,340958,2102473001,42.337289,-71.164436,200,St Thomas More Rd,,,Chestnut Hill,MA,Suffolk County,2467,US
COO849473,ERECT,Certificate of Occupancy,Erect,Two (2) Family DwellingERT666915 issued: 6/22/17,Santos Rosenberg,450000,565,7/3/2018 8:28, ,Closed,REED KELLYANN LUCAS,1-3FAM,3300,421211,1402602000,42.298376,-71.080401,12,Roxton St,,,Dorchester,MA,Suffolk County,2121,US
COO927920,ERECT,Certificate of Occupancy,Erect,Three Family DwellingERT603037 issued 2/21/17,Scotland Willis,1000000,495,3/6/2019 10:16, ,Closed,BELTON ERLINE,1-2FAM,6887,420582,1100168000,42.324115,-71.092599,45,Hawthorne St,,,Roxbury,MA,Suffolk County,2119,US
COO701328,NEWCON,Certificate of Occupancy,New construction,Nine Residential Units with ParkingCOO for Nine Residential Units with ParkingERT236643 issued 8/4/2015 &; SF488119 issued 7/9/20015,Scott Johnson,1411000,3325,4/26/2017 9:57, ,Closed,136 SYDNEY STREET,Multi,12556,133251,1302982000,42.316061,-71.052708,136,Sydney St,,,Dorchester,MA,Suffolk County,2125,US
COO686932,NEWCON,Certificate of Occupancy,New construction,Nine Residential Units with ParkingTemp. COO for Nine Residential Units (NO PARKING) - To expire in 60 days on 5/15/2017 *Pending issuance of Committee on Licenses for Underground ParkingERT236643 issued 8/4/2015 &; SF488119 issued 7/9/20015,Scott Johnson,1405000,225,3/15/2017 8:34, ,Closed,136 SYDNEY STREET,Multi,12556,133251,1302982000,42.316061,-71.052708,136,Sydney St,,,Dorchester,MA,Suffolk County,2125,US
COO870296,ERECT,Certificate of Occupancy,Erect,New (2) Car Garage Ert718927 issued 5/24/18,Scott Johnson,25000,181,1/16/2019 8:27, ,Closed,19 CHESHIRE STREET CONDOMINIUM TRUST,1-2FAM,220,422215,1900521000,42.31219,-71.10919,19,Cheshire St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT718927,ERECT,Erect/New Construction,Erect,Erect a new 2 Car Garage as per plans (previous review and amendment;filed;with J.K.),Scott Johnson,25000,321,5/24/2018 9:14,11/24/2018 0:00,Open,19 CHESHIRE STREET CONDOMINIUM TRUST,1-2FAM,220,422215,1900521000,42.31219,-71.10919,19,Cheshire St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT706099,ERECT,Erect/New Construction,Erect,New construction mixed use building per the plans.9 residential units  11 parking spaces 3 commercial spaces,Scott Johnson,2700000,27907,5/24/2018 9:06,11/24/2018 0:00,Open,128 BROOKSIDE LLC,Comm,16640,22569,1102275000,42.310613,-71.105604,114-120,Brookside Ave,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT706099,ERECT,Erect/New Construction,Erect,New construction mixed use building per the plans.9 residential units  11 parking spaces 3 commercial spaces,Scott Johnson,2700000,27907,5/24/2018 9:06,11/24/2018 0:00,Open,BROOKSIDE GREEN LLC,Comm,16640,22569,1102276010,42.310613,-71.105604,114-120,Brookside Ave,,,Jamaica Plain,MA,Suffolk County,2130,US
COO968329,ERECT,Certificate of Occupancy,Erect,Six (6) Residential Units &; (2) Commercial/Retail Space Certificate For Six (6) Residential Units &; 2 Core &; Shell Commercial/Retail Space - OnlyERT678556 issued: 8/24/17  SF768490 issued: 11/7/17 &; A764644 issued: 11/7/17,Scott Johnson,1325000,1523.82,8/9/2019 0:00, ,Closed,7 BURROUGHS STREET CONDOMINIUM TRUST,Comm,7852,421459,1901897000,42.312018,-71.114821,9,Burroughs St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO974396,ERECT,Certificate of Occupancy,Erect,Six ( 6 ) Residential Units &; 2 Core &; Shell Commercial / Retail Space Temporary Certificate pending completion of Elevator Inspections to Expire August 11  2019ERT678556 issued: 8/24/17  SF768490 issued: 11/7/17 &; SFA764644 issued: 11/7/17,Scott Johnson,0,473.82,7/12/2019 8:52, ,Closed,7 BURROUGHS STREET CONDOMINIUM TRUST,Comm,7852,421459,1901897000,42.312018,-71.114821,9,Burroughs St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT678556,ERECT,Erect/New Construction,Erect,Demolition of;existing 1 story masonry Building. Construct a new 4 story Mixed-Use Building.; On the Ground Floor will be a Commercial / Retail space.; On the Upper Floors will be Six ( 6 ) Residential Units.,Scott Johnson,1325000,13562,8/24/2017 13:26,2/24/2018 0:00,Closed,7 BURROUGHS STREET CONDOMINIUM TRUST,Comm,7852,421459,1901897000,42.312018,-71.114821,9,Burroughs St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO961150,ERECT,Certificate of Occupancy,Erect,Two Family DwellingERT527353 issued 6/8/17,Scott Johnson,492500,1675,6/7/2019 8:08, ,Closed,92 CORNELL STREET LLC,1-2FAM,0,437969,1805298000,42.284197,-71.120896,,,,,Roslindale,MA,Suffolk County,2131,US
ERT527353,ERECT,Erect/New Construction,Erect,;Demolition of existing structures (on separate permit) and new construction of a two family dwelling. This is one of two buildings on the same;lot.;As per the submitted plans.Address shall be: 92-92A Cornell,Scott Johnson,480000,4928,6/8/2017 11:45,12/8/2017 0:00,Closed,92 CORNELL STREET LLC,1-2FAM,0,437969,1805298000,42.284197,-71.120896,,,,,Roslindale,MA,Suffolk County,2131,US
